_id,username,orderId,cartItems,totalPrice,paymentDetails,billingAddress.fullName,billingAddress.addressLine1,billingAddress.addressLine2,billingAddress.country,purchaseDate
,fecfvgmp,2znMpSaxwGycmi,"[{'_id': 'm4bvvk101yxi1rlxsects6e3', 'asin': 'YY4UNOYGC6', 'title': 'QLwmuTHkdhSQxkxhOAJHnrMrSN', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.2, 'price': 44.38, 'listPrice': 47.72, 'category_id': 71, 'Category': 'Random Category', 'quantity': 2, 'numberOfReviews': 36, 'reviews': []}, {'_id': 'v3wgvc67kcz4gwvxb2h66fnw', 'asin': 'FF58QRM28Z', 'title': 'AnGYzqxwxPYBmaMMmlpZnsFJeaCxdEH', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.8, 'price': 33.77, 'listPrice': 67.66, 'category_id': 11, 'Category': 'Random Category', 'quantity': 4, 'numberOfReviews': 93, 'reviews': []}, {'_id': '6n4sb6ra4yozg3fz2wd1k6gs', 'asin': 'OEPP1G5IL3', 'title': 'VTQyuCWUirQHrHHPQbTgdfO', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.9, 'price': 83.99, 'listPrice': 60.36, 'category_id': 24, 'Category': 'Random Category', 'quantity': 8, 'numberOfReviews': 37, 'reviews': []}, {'_id': 'j8lxmiwo9x443i3ph2sn6hft', 'asin': 'BE09OWMVOF', 'title': 'UgWSuCeZOIEjdBAOiUBx', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.2, 'price': 34.12, 'listPrice': 58.79, 'category_id': 5, 'Category': 'Random Category', 'quantity': 4, 'numberOfReviews': 54, 'reviews': []}, {'_id': 'jodvu88b21gsg5ex39g2utah', 'asin': 'GJFQQ1LGW6', 'title': 'fyEFODdCigjTxTtyqRmmiTFlbAZYsWgiVDCoyljsrpW', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.4, 'price': 27.25, 'listPrice': 19.82, 'category_id': 5, 'Category': 'Random Category', 'quantity': 6, 'numberOfReviews': 74, 'reviews': []}]",451.05,818334806997798,E he psQDSVuw,IjiSHqRntdp,ghXmUNVCVAk,Random Country,2022-07-15T00:00:00.000000+00:00
,fslkcakd,1QIlLCW35KRSGZ,"[{'_id': '9bhb4q0c9w6ntq64od3oo4ms', 'asin': 'XXRNTTQ17F', 'title': 'FcrdCPAJEwthOXHVzyUjvS', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.0, 'price': 11.72, 'listPrice': 164.97, 'category_id': 95, 'Category': 'Random Category', 'quantity': 7, 'numberOfReviews': 3, 'reviews': []}, {'_id': '5ztzr0g8fgz7czofvyd8imz2', 'asin': '7FDTEB977O', 'title': 'OQOkAixTMLaJoExDLRVgLnacIlHxU', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.1, 'price': 87.66, 'listPrice': 20.58, 'category_id': 50, 'Category': 'Random Category', 'quantity': 8, 'numberOfReviews': 62, 'reviews': []}, {'_id': '6rbyn38sxxpch978c6xmz8n2', 'asin': 'J6ROJ1UQGR', 'title': 'YOvSRXSmBjl mD', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.7, 'price': 12.02, 'listPrice': 87.39, 'category_id': 60, 'Category': 'Random Category', 'quantity': 10, 'numberOfReviews': 70, 'reviews': []}, {'_id': 'mkvyh8gnvmepk8m4fg2v632w', 'asin': 'MRQ35NP1D9', 'title': 'QzCPRVlOnvvzNNrHRaONFzFSGjlacnRhaU', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 1.4, 'price': 20.67, 'listPrice': 61.28, 'category_id': 2, 'Category': 'Random Category', 'quantity': 7, 'numberOfReviews': 76, 'reviews': []}]",385.07,302999399038963,QUDipCzJWNzWUpr,dDiTiicdhgdVZQFSZTY,haTiNToZ,Random Country,2021-03-11T00:00:00.000000+00:00
,hcpxphig,XXLidxxq2KUlNP,"[{'_id': 'lgk5wlvjmzqgk2jwuknqoksj', 'asin': 'CYPBMSENK4', 'title': 'kMqwSpfaqZimQEhcqMJdvAMwZWpYCGhUx ', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.4, 'price': 58.97, 'listPrice': 90.4, 'category_id': 50, 'Category': 'Random Category', 'quantity': 4, 'numberOfReviews': 29, 'reviews': []}, {'_id': '2g1rzgdabkq0wg1f23upsg4i', 'asin': 'A8JQE7WIOI', 'title': 'IWmFfScZ KIJdKunIn gdmJENPuul LbaYcw', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.6, 'price': 12.63, 'listPrice': 113.73, 'category_id': 91, 'Category': 'Random Category', 'quantity': 5, 'numberOfReviews': 67, 'reviews': []}, {'_id': 'm1s64ng255negeageov9ohp1', 'asin': 'PJJYE23X73', 'title': 'XPRRNXnPgVNwcAzET ', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.2, 'price': 34.87, 'listPrice': 50.28, 'category_id': 87, 'Category': 'Random Category', 'quantity': 5, 'numberOfReviews': 7, 'reviews': []}, {'_id': 'ezyh0760fw04y3hvzel1jm6w', 'asin': 'B1MGLSBPRB', 'title': 'vRDPrapyyWTmTRZeAVhJxBDjmbEmJsSjmZnpFCxLAUwKHKnT', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.3, 'price': 30.15, 'listPrice': 73.25, 'category_id': 12, 'Category': 'Random Category', 'quantity': 3, 'numberOfReviews': 28, 'reviews': []}, {'_id': 'e2k3qmmosdg4goqzl3j1h7a4', 'asin': 'EK6CJJQRY2', 'title': 'WlBFHpQXnhxCfUyavKanyMCRPfJJlvqBJpLSY', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.4, 'price': 44.62, 'listPrice': 31.81, 'category_id': 34, 'Category': 'Random Category', 'quantity': 7, 'numberOfReviews': 40, 'reviews': []}]",136.01,712112150165103,iEVVqIdSSA,oElPFipQucTtCqXUo,kfXZMGmFPAzEEV,Random Country,2024-03-03T00:00:00.000000+00:00
,groogxym,VP8q5vhMuDWtdC,"[{'_id': 'dksec7q8fkrychoyobu36vhq', 'asin': 'RM69HZKJUK', 'title': ' PF Ejbm NnKEnxtcj c', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.7, 'price': 42.49, 'listPrice': 106.9, 'category_id': 25, 'Category': 'Random Category', 'quantity': 1, 'numberOfReviews': 97, 'reviews': []}, {'_id': 'e6crp9t8xibgt7crb318e2xq', 'asin': 'CW4Y7B1IAH', 'title': 'zmWVjrwjJEPZ', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 1.0, 'price': 44.1, 'listPrice': 28.34, 'category_id': 75, 'Category': 'Random Category', 'quantity': 3, 'numberOfReviews': 89, 'reviews': []}, {'_id': 'iaqtsnxbla27cysa5zl3my4e', 'asin': 'BP21VLA3TH', 'title': 'UwMNLeUBOTKLWtW', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.3, 'price': 83.39, 'listPrice': 119.03, 'category_id': 40, 'Category': 'Random Category', 'quantity': 6, 'numberOfReviews': 85, 'reviews': []}]",224.4,138401779099775,XdZGCtHysqNX,sTvpoYKYrM,cuZrUFrrUsbdh,Random Country,2021-06-16T00:00:00.000000+00:00
,sxilsudf,KNf75QFWIx8PDd,"[{'_id': '92bu029v397t7alrnjp3um3p', 'asin': 'HIWXIWD1E8', 'title': 'tRAVIhLf sUtcgLodroCTfOlkAUVRjLe LvLOefIGKH  bYeRL', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.3, 'price': 46.2, 'listPrice': 52.16, 'category_id': 78, 'Category': 'Random Category', 'quantity': 2, 'numberOfReviews': 72, 'reviews': []}, {'_id': '1q0ukebof0rin4i07xgpb31h', 'asin': '6QPNQH86FE', 'title': 'iOagMkPvFAmWgskvRTQzG gmXzooK', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 1.6, 'price': 10.58, 'listPrice': 34.08, 'category_id': 45, 'Category': 'Random Category', 'quantity': 6, 'numberOfReviews': 81, 'reviews': []}, {'_id': 'i0ajzutbt1emjbe9wn8ti22z', 'asin': '5FLK0LDTPB', 'title': 'CklDmxPNP EaOlmmhNUgiJfapRMyjzHXEQXNUTk', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.8, 'price': 88.0, 'listPrice': 178.69, 'category_id': 62, 'Category': 'Random Category', 'quantity': 9, 'numberOfReviews': 74, 'reviews': []}, {'_id': '5qt8borwngslodhammqfdc46', 'asin': 'KLS4HSWKS1', 'title': 'lKWBaItwgtgENb qNqhAhTuGZd', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 1.4, 'price': 85.31, 'listPrice': 28.84, 'category_id': 28, 'Category': 'Random Category', 'quantity': 1, 'numberOfReviews': 52, 'reviews': []}, {'_id': '26u22upgwxd8xbm9r0ioc8hl', 'asin': 'DBOGZ3CI7U', 'title': 'LTNkfoKtE YVmPOApRty', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.1, 'price': 21.14, 'listPrice': 90.69, 'category_id': 100, 'Category': 'Random Category', 'quantity': 6, 'numberOfReviews': 6, 'reviews': []}]",248.58,931795029225806,KSKsCCsSgJFTNp,VNtjjhJyANnf,RdzSJ,Random Country,2023-04-19T00:00:00.000000+00:00
,unabdyrg,INul22Hwr6pBuG,"[{'_id': 'aiyfr1sv6b7voa9gsy7cchij', 'asin': 'T0LM4ZJYPV', 'title': 'TPVtu KTEUamQYSnZUmu yzaXhodgZMMDDiBTWetZ', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.4, 'price': 47.32, 'listPrice': 174.6, 'category_id': 41, 'Category': 'Random Category', 'quantity': 1, 'numberOfReviews': 10, 'reviews': []}, {'_id': 'svcrquwvrolsg2wly88feqkg', 'asin': 'O8SV6N4VWH', 'title': 'LpVYNnlqEKnfTVv WGUdgNsIeBJjdjybonoabmZfEtUONdhbH', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.4, 'price': 96.35, 'listPrice': 140.58, 'category_id': 38, 'Category': 'Random Category', 'quantity': 1, 'numberOfReviews': 55, 'reviews': []}]",115.16,888147109432438,DnSdIGowHvYUI,HBHwNDkUpzfeV,PvkcFYQFe,Random Country,2021-04-15T00:00:00.000000+00:00
,dlpxowta,QoNzsJ4RooCxVH,"[{'_id': 'xk0jpgnfyhvrvuyco8spihjp', 'asin': 'VQLAG1UNAQ', 'title': 'qTVzOhdmiRQVaMaeN', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.5, 'price': 20.83, 'listPrice': 42.88, 'category_id': 14, 'Category': 'Random Category', 'quantity': 2, 'numberOfReviews': 25, 'reviews': []}, {'_id': 'x8lyndxawc7j9h07z5o4aph0', 'asin': '98SBYGKFCK', 'title': 'HvmuiZEbbYTYMitQxjGxqZdPZLzi', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 1.2, 'price': 79.57, 'listPrice': 34.9, 'category_id': 15, 'Category': 'Random Category', 'quantity': 10, 'numberOfReviews': 88, 'reviews': []}, {'_id': 'm4gl35bntra2zj3qnv9m0hbe', 'asin': 'TNX7ZC9NGU', 'title': 'YvftLcYbUkhsoPiZqpyL nuVh', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.2, 'price': 95.65, 'listPrice': 93.96, 'category_id': 71, 'Category': 'Random Category', 'quantity': 6, 'numberOfReviews': 24, 'reviews': []}, {'_id': 'o0lwehx1klmn9i54avjm263f', 'asin': '2PC8DP5LR1', 'title': 'VKRZPLDFTKc', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 1.3, 'price': 52.57, 'listPrice': 55.83, 'category_id': 64, 'Category': 'Random Category', 'quantity': 5, 'numberOfReviews': 14, 'reviews': []}]",371.63,759106880277479,EmbIlBdJOjUXQS, OUwUeljLCqvttswRGtdlWkkge j,MxxHUwelQJEZ,Random Country,2024-05-16T00:00:00.000000+00:00
,zlojsqsb,MXN7aIUqLTyrUX,"[{'_id': 'jzo9ra2u0edf1bug5og5g9sg', 'asin': 'MENCRG3QCE', 'title': 'pspXDpYXUOqxZKNZsWyDLqOAVtJvJFfaDhfovCiLTQWQnlW', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.2, 'price': 57.47, 'listPrice': 21.86, 'category_id': 66, 'Category': 'Random Category', 'quantity': 7, 'numberOfReviews': 77, 'reviews': []}, {'_id': '5xn6ce6q8l7r2c382gxe6tbw', 'asin': 'YZSHQD7DX3', 'title': 'SSCgPAhLrGTxwtidEzZQV', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.3, 'price': 16.63, 'listPrice': 156.34, 'category_id': 57, 'Category': 'Random Category', 'quantity': 1, 'numberOfReviews': 52, 'reviews': []}, {'_id': 'fy7oua9i04iegk9ft9qvu2eu', 'asin': '088W2EXCHC', 'title': ' zwZOmqELxeBayKVkWHIzdhqo', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 5.0, 'price': 67.96, 'listPrice': 177.24, 'category_id': 36, 'Category': 'Random Category', 'quantity': 5, 'numberOfReviews': 51, 'reviews': []}]",137.19,308564250870061,iOqbDKbeWvplpQ,opVHbtEckjJFUEiSHbrWQLiCEs,ioFqbL,Random Country,2022-02-01T00:00:00.000000+00:00
,qapcpusi,cr2qLJc2Nbsmjw,"[{'_id': 'n4i617clvg2nnkecuuzqhz9m', 'asin': '0CLVHKCIKQ', 'title': 'rwLYmVpgQyUZPpGYBepwMKnAvM', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 1.9, 'price': 93.58, 'listPrice': 86.5, 'category_id': 99, 'Category': 'Random Category', 'quantity': 10, 'numberOfReviews': 42, 'reviews': []}, {'_id': '4fb6m4hiudw5kr8d0m75gkqo', 'asin': '2VUNJR7SLF', 'title': 'NKZRdifxsi', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 1.1, 'price': 44.14, 'listPrice': 139.14, 'category_id': 77, 'Category': 'Random Category', 'quantity': 7, 'numberOfReviews': 93, 'reviews': []}, {'_id': '6oavassrupnmc0ckky052b01', 'asin': 'XEZNUB9VII', 'title': 'pcyqrwmnrklhEMErJQt tIv', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.5, 'price': 18.4, 'listPrice': 96.85, 'category_id': 8, 'Category': 'Random Category', 'quantity': 6, 'numberOfReviews': 37, 'reviews': []}]",179.58,184941891284346,bRyCeLNMJu,onVydFfTCSmrYRfCH,LKgflQOT ,Random Country,2021-07-18T00:00:00.000000+00:00
,pyqvefnl,Ps8Lu1PK6Pz21u,"[{'_id': 'lhb8jldx3p7b683ijvk2g83k', 'asin': '4ILKL3QW4F', 'title': 'IbXWaUTDanDiZMu', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.2, 'price': 26.7, 'listPrice': 175.11, 'category_id': 25, 'Category': 'Random Category', 'quantity': 4, 'numberOfReviews': 99, 'reviews': []}, {'_id': 'emwh0q0me2gzhe8o6gxy1114', 'asin': 'AUAB4APRFJ', 'title': 'lbKPgexV TGoyaKKJfhOT k', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.9, 'price': 80.2, 'listPrice': 75.95, 'category_id': 65, 'Category': 'Random Category', 'quantity': 10, 'numberOfReviews': 14, 'reviews': []}, {'_id': 'qjhenvgymay0l6ltoap2u59k', 'asin': 'UVZ0IRDIK8', 'title': 'xavMuQQvoqZKqPUDUhQJ wunVhbUtLzgWOYIe', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.7, 'price': 61.96, 'listPrice': 39.58, 'category_id': 31, 'Category': 'Random Category', 'quantity': 3, 'numberOfReviews': 32, 'reviews': []}, {'_id': '5zkmmlcre821cxsvez8kcoef', 'asin': '0GCFL4761R', 'title': 'LuMogNTewGauyOnRFEDxpckA', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.0, 'price': 70.4, 'listPrice': 0.89, 'category_id': 42, 'Category': 'Random Category', 'quantity': 6, 'numberOfReviews': 14, 'reviews': []}]",498.52,934999741023741,ZPkhpZZyH,RsJIVPfJclkYk,eDpxf,Random Country,2021-10-21T00:00:00.000000+00:00
,xeagwewu,UsJubVMVPZNU3v,"[{'_id': '3iaczoc1exs08bzma5t1qbrp', 'asin': 'OLLLY9GYWQ', 'title': 'SfgkWvbvOaylfTFNKgEXH', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.7, 'price': 60.49, 'listPrice': 179.18, 'category_id': 21, 'Category': 'Random Category', 'quantity': 3, 'numberOfReviews': 66, 'reviews': []}, {'_id': 'j5594caz00d7jqlvl7djk113', 'asin': 'F9QWYDIFAK', 'title': 'dKJDqZYlt uVfqojoOzzYXqKjkIaPYxuwGKbajcTRVs', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.5, 'price': 14.8, 'listPrice': 120.41, 'category_id': 98, 'Category': 'Random Category', 'quantity': 9, 'numberOfReviews': 55, 'reviews': []}]",223.89,998528508300939,wlcRLr FLF,ZibkWJGvMjZsJyiYAlTZi,RjiHsLMiUf,Random Country,2024-02-07T00:00:00.000000+00:00
,gzggkxhx,zmt8IkilyBNiC5,"[{'_id': 'by9w27mrfm7e6lyyi15l28qv', 'asin': 'T25EOGOFM7', 'title': 'OggurHxKseNnyLDck', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.2, 'price': 67.64, 'listPrice': 44.43, 'category_id': 25, 'Category': 'Random Category', 'quantity': 3, 'numberOfReviews': 44, 'reviews': []}, {'_id': 'zzb3hmylxpg8wg7j1f2kcbsi', 'asin': '4JOWHIUZZI', 'title': 'WTMmsqyV CIdCbMuqMePLeJL', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.6, 'price': 23.54, 'listPrice': 168.3, 'category_id': 26, 'Category': 'Random Category', 'quantity': 8, 'numberOfReviews': 74, 'reviews': []}]",409.74,695217852309080, QvAqYRfehVXpCy,GoQovAceKVsCA,FmPJOJOEYPRYGY,Random Country,2021-02-25T00:00:00.000000+00:00
,zdyjsxym,8U1JJ2lSo1drmg,"[{'_id': '2migpvtl655rjw9dpc1w9kr0', 'asin': 'ZNR2TXEEWO', 'title': 'ivqjrXkYMSqDfmxKzPo', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.1, 'price': 38.8, 'listPrice': 118.81, 'category_id': 82, 'Category': 'Random Category', 'quantity': 7, 'numberOfReviews': 34, 'reviews': []}, {'_id': 'tomb2ppspdhglp2dwu1ee0g5', 'asin': '267DI2332E', 'title': 'VKaQAKHmCWOEcOZGdPpsm RNLuKXOAadakxltTfCbZs', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.2, 'price': 80.8, 'listPrice': 3.58, 'category_id': 33, 'Category': 'Random Category', 'quantity': 3, 'numberOfReviews': 7, 'reviews': []}, {'_id': 'hjgnesd73ywj25y1nx2atkyf', 'asin': '962TLPFNKS', 'title': 'tQYjaPwyGEHYfLyiFvhgRMtO', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.1, 'price': 19.05, 'listPrice': 102.27, 'category_id': 23, 'Category': 'Random Category', 'quantity': 3, 'numberOfReviews': 79, 'reviews': []}]",124.62,463938983913135,umaPfCyb,QUMAuNlfiW,PavMWVwdVzUe Ea,Random Country,2021-12-25T00:00:00.000000+00:00
,wndwkwqw,1IvWPw5Q0SkGBJ,"[{'_id': 'bx64vvrn4kezejwpkmdy78lt', 'asin': 'HIWNOHPUCW', 'title': 'ZZHQhANNbdvvMBwFDlfLNhvubVVgyiJXTY', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.4, 'price': 69.44, 'listPrice': 127.89, 'category_id': 57, 'Category': 'Random Category', 'quantity': 7, 'numberOfReviews': 93, 'reviews': []}, {'_id': '6276sv60sakwhlq3vlxri8ly', 'asin': 'HE38CV1W4D', 'title': 'FUcPsGTX mEJkMkHFTOAquHMwYLwp', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.8, 'price': 64.48, 'listPrice': 155.09, 'category_id': 95, 'Category': 'Random Category', 'quantity': 8, 'numberOfReviews': 65, 'reviews': []}, {'_id': '6eq3tn6s3y52q73atpt2axyr', 'asin': 'MW2CVJV5JR', 'title': 'OfWLFQexuHfyZPEQHWimEkFPSabHgDmJaSSNTzyObiLOa', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.1, 'price': 35.08, 'listPrice': 149.58, 'category_id': 95, 'Category': 'Random Category', 'quantity': 3, 'numberOfReviews': 65, 'reviews': []}]",64.14,614296753149226,ufAG yiqnsBf,ybUNykNLcpFnCuWlLESmRNLfxSa ,XjPnzT,Random Country,2023-07-12T00:00:00.000000+00:00
,yrzgziwi,KqFEZOjHmQ5bK1,"[{'_id': 'fevueyt1mtrrnfxj6tppo8xj', 'asin': 'C2SF91437V', 'title': 'DSOb DMjySdMaNxWBewHKqaxLUJnApoVNCqEjMDLWmqO', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.8, 'price': 77.33, 'listPrice': 146.09, 'category_id': 4, 'Category': 'Random Category', 'quantity': 8, 'numberOfReviews': 56, 'reviews': []}, {'_id': 'lmvmgnyvlf7i4b4swegyslfn', 'asin': 'BK70F38AFG', 'title': 'GtURoDZETemQRUCuXIRQzokbtmf U', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.9, 'price': 54.8, 'listPrice': 89.3, 'category_id': 98, 'Category': 'Random Category', 'quantity': 6, 'numberOfReviews': 83, 'reviews': []}, {'_id': 'dj09kh8k9u3osxptugfmdzxa', 'asin': 'XEHZNX3DD2', 'title': 'zBFwPwAyxl', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.3, 'price': 99.06, 'listPrice': 77.88, 'category_id': 51, 'Category': 'Random Category', 'quantity': 7, 'numberOfReviews': 8, 'reviews': []}]",434.77,616832600901335,DrXeSzSoAN,zDJWuZFspwOoq,higbBzWJ,Random Country,2023-01-30T00:00:00.000000+00:00
,qbjofstf,E20LpE8Ha8hGWP,"[{'_id': '5j8ngr3adnmhseb2my6cggt9', 'asin': 'Z2M2N3UOM4', 'title': 'AXudbYY cIzQNpcziqjbRbulwaRrXnWfNJy', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.3, 'price': 14.84, 'listPrice': 171.98, 'category_id': 7, 'Category': 'Random Category', 'quantity': 6, 'numberOfReviews': 11, 'reviews': []}, {'_id': '8q5bkmiuw6p7wvewrfqs6sct', 'asin': 'CYUJP7GWCR', 'title': 'agHZccFJREAywteMoAJdzhRqOcVaEwXSNhofPlZUc', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.4, 'price': 54.81, 'listPrice': 96.79, 'category_id': 28, 'Category': 'Random Category', 'quantity': 2, 'numberOfReviews': 94, 'reviews': []}, {'_id': '6j3rt9zq5zg5wl67bfkepuhd', 'asin': 'NVGT4U11JK', 'title': 'dBVtXVlQlmmmLkduqxR', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.2, 'price': 87.61, 'listPrice': 161.15, 'category_id': 29, 'Category': 'Random Category', 'quantity': 10, 'numberOfReviews': 25, 'reviews': []}, {'_id': '3hlkqj23b90l70zugkvha6za', 'asin': 'RBG7C9IZQ4', 'title': 'UTxgiUPNWEnFkfRVyrgY qkEoLDuIrfdUGEHfubOxOfUywM', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.9, 'price': 81.43, 'listPrice': 135.58, 'category_id': 44, 'Category': 'Random Category', 'quantity': 5, 'numberOfReviews': 31, 'reviews': []}]",450.22,743721981994868,dHHUlJMYCfvBVz,FVqIxiujBvXJiDwBAzPFzdvVFPtpa,foBfaLhnc ,Random Country,2023-10-05T00:00:00.000000+00:00
,qohizykk,bhKh56wunNyFt5,"[{'_id': '7fnthbf4uy19a58sy51tmb4n', 'asin': '249WPQ2FKN', 'title': 'oSNYLFaqnQFBJLHLibMfNgm UjYNJOTAkITuVhTFDV', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 1.3, 'price': 77.3, 'listPrice': 25.56, 'category_id': 60, 'Category': 'Random Category', 'quantity': 7, 'numberOfReviews': 39, 'reviews': []}, {'_id': 'wplosgukhjln7vs0pwd8qd0e', 'asin': 'YI5STO1W51', 'title': 'LPvaKSnmRStnpVIHLyxwiIyawnBzkdamBFyrCV', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 5.0, 'price': 18.61, 'listPrice': 149.14, 'category_id': 14, 'Category': 'Random Category', 'quantity': 2, 'numberOfReviews': 95, 'reviews': []}, {'_id': 'd9zj894fn1937evto86sidtc', 'asin': 'T5P0P5VX10', 'title': 'bjVVNDXQOZUNTKGCvuijbqqLTwjgVqZ', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 1.9, 'price': 56.65, 'listPrice': 154.81, 'category_id': 3, 'Category': 'Random Category', 'quantity': 4, 'numberOfReviews': 68, 'reviews': []}, {'_id': '0u4fajdla8p7hzd94egfv2gl', 'asin': 'T6GRLLF15J', 'title': 'hSCLmlsrWZAWqLZVe', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.7, 'price': 27.9, 'listPrice': 154.94, 'category_id': 31, 'Category': 'Random Category', 'quantity': 4, 'numberOfReviews': 9, 'reviews': []}]",228.44,621215574821652,hgXtSysiIuXR,sKURWhaWQoLkvqP,deNVRXLH,Random Country,2021-03-02T00:00:00.000000+00:00
